Name,Artist,year
Here Tonight,Brett Young,2018.0
Robbery,Juice WRLD,2019.0
Calma,"Pedro Capo, Farruko",2018.0
Talk You Out Of It,Florida Georgia Line,2018.0
Love Someone,Brett Eldredge,2018.0
Go Loko,"YG, Tyga, Jon Z",2019.0
Make It Sweet,Old Dominion,2018.0
Shotta Flow,NLE Choppa,2019.0
Mixed Personalities,YNW Melly,2019.0
Knockin' Boots,Luke Bryan,2019.0
24/7,Meek Mill,2018.0
Someone You Loved,Lewis Capaldi,2018.0
On My Way To You,Cody Johnson,2018.0
Baila Baila Baila,"Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA",2019.0
Shot Clock,Ella Mai,2018.0
I'm So Tired...,"Lauv, Troye Sivan",2019.0
Ocean Eyes,Billie Eilish,2015.0
Paradise,Bazzi,2019.0
You Should See Me In A Crown,Billie Eilish,2018.0
All To Myself,Dan + Shay,2018.0
SOS,Avicii,2019.0
Te Robare,"Nicky Jam, Ozuna",2019.0
Wish You Were Gay,Billie Eilish,2019.0
That's A Rack,Lil Uzi Vert,2019.0
Rule The World,2 Chainz,2019.0
Die Young,Roddy Ricch,2018.0
Juice,Lizzo,2019.0
Old Town Road,"Lil Nas,",2019.0
If I Can't Have You,Shawn Mendes,2019.0
ME!,Taylor Swift,2019.0
Sucker,Jonas Brothers,2019.0
Homicide,Logic,2019.0
Wow.,Post Malone,2018.0
Sunflower,"Post Malone, Swae Lee",2018.0
Without Me,Halsey,2018.0
Bad Guy,Billie Eilish,2019.0
7 Rings,Ariana Grande,2019.0
Dancing With A Stranger,"Sam Smith, Normani",2019.0
Talk,Khalid,2019.0
Sweet But Psycho,Ava Max,2018.0
Middle Child,J. Cole,2019.0
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019.0
Happier,"Marshmello, Bastille",2018.0
Going Bad,Meek Mill,2018.0
Eastside,"benny blanco, Halsey, Khalid",2018.0
Shallow,"Lady Gaga, Bradley Cooper",2018.0
High Hopes,Panic! At The Disco,2018.0
Better,Khalid,2018.0
Suge,DaBaby,2019.0
Please Me,"Cardi B, Bruno Mars",2019.0
Pure Water,"Mustard, Migos",2019.0
Girls Like You,Maroon 5,2018.0
Sicko Mode,Travis Scott,2018.0
Look Back At It,A Boogie Wit da Hoodie,2018.0
Whiskey Glasses,Morgan Wallen,2018.0
Act Up,City Girls,2018.0
A Lot,21 Savage,2018.0
Con Calma,"Daddy Yankee, Katy Perry",2019.0
Beautiful Crazy,Luke Combs,2018.0
God's Country,Blake Shelton,2019.0
Here With Me,Marshmello,2019.0
Envy Me,Calboy,2018.0
Thotiana,Blueface,2019.0
Be Alright,Dean Lewis,2018.0
Eyes On You,Chase Rice,2017.0
Pop Out,Polo G,2019.0
When The Party's Over,Billie Eilish,2018.0
Drip Too Hard,"Lil Baby, Gunna",2018.0
Good As You,Kane Brown,2018.0
Close To Me,"Ellie Goulding, Diplo",2018.0
Clout,Offset,2019.0
You Say,Lauren Daigle,2018.0
Bury A Friend,Billie Eilish,2019.0
Sanguine Paradise,Lil Uzi Vert,2019.0
"Thank U, Next",Ariana Grande,2018.0
Murder On My Mind,YNW Melly,2017.0
Truth Hurts,Lizzo,2017.0
Worth It,YK Osiris,2019.0
Who Do You Love,The Chainsmokers,2019.0
Close Friends,Lil Baby,2018.0
Look What God Gave Her,Thomas Rhett,2019.0
Night Shift,Jon Pardi,2016.0
Rumor,Lee Brice,2017.0
Walk Me Home,P!nk,2019.0
"Hey Look Ma, I Made It",Panic! At The Disco,2018.0
Love Ain't,Eli Young Band,2018.0
Earth,Lil Dicky,2019.0
Baby Shark,Pinkfong,2016.0
Swervin,A Boogie Wit da Hoodie,2018.0
Miss Me More,Kelsea Ballerini,2017.0
Big Ole Freak,Megan Thee Stallion,2018.0
Here Tonight,Brett Young,2018.0
Before I Let Go,Beyonce,2019.0
Beer Never Broke My Heart,Luke Combs,2019.0
Don't Call Me Up,Mabel,2019.0
Cool,Jonas Brothers,2019.0
Go Loko,"YG, Tyga, Jon Z",2019.0
GIRL,Maren Morris,2019.0
Racks In The Middle,Nipsey Hussle,2019.0
Robbery,Juice WRLD,2019.0
Girls Need Love,"Summer Walker, Drake",2019.0
Make It Sweet,Old Dominion,2018.0
Calma,"Pedro Capo, Farruko",2018.0
Mixed Personalities,YNW Melly,2019.0
Talk You Out Of It,Florida Georgia Line,2018.0
Put A Date On It,Yo Gotti,2019.0
I'm So Tired...,"Lauv, Troye Sivan",2019.0
Shotta Flow,NLE Choppa,2019.0
That's A Rack,Lil Uzi Vert,2019.0
Knockin' Boots,Luke Bryan,2019.0
24/7,Meek Mill,2018.0
You Should See Me In A Crown,Billie Eilish,2018.0
On My Way To You,Cody Johnson,2018.0
Baila Baila Baila,"Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA",2019.0
Love Someone,Brett Eldredge,2018.0
Power Is Power,"SZA, The Weeknd, Travis Scott",2019.0
Middle Child,"PnB Rock, XXXTENTACION",2019.0
Shot Clock,Ella Mai,2018.0
Ocean Eyes,Billie Eilish,2015.0
Wish You Were Gay,Billie Eilish,2019.0
I've Been Waiting,"Lil Peep, iLoveMakonnen",2019.0
All To Myself,Dan + Shay,2018.0
Secreto,"Anuel AA, Karol G",2019.0
Paradise,Bazzi,2019.0
Die Young,Roddy Ricch,2018.0
Faucet Failure,Ski Mask The Slump God,2018.0
Old Town Road,"Lil Nas,",2019.0
ME!,Taylor Swift,2019.0
Wow.,Post Malone,2018.0
Sucker,Jonas Brothers,2019.0
Sunflower,"Post Malone, Swae Lee",2018.0
7 Rings,Ariana Grande,2019.0
Without Me,Halsey,2018.0
Dancing With A Stranger,"Sam Smith, Normani",2019.0
Bad Guy,Billie Eilish,2019.0
Talk,Khalid,2019.0
Sweet But Psycho,Ava Max,2018.0
Middle Child,J. Cole,2019.0
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019.0
Happier,"Marshmello, Bastille",2018.0
Shallow,"Lady Gaga, Bradley Cooper",2018.0
Going Bad,Meek Mill,2018.0
Eastside,"benny blanco, Halsey, Khalid",2018.0
High Hopes,Panic! At The Disco,2018.0
Please Me,"Cardi B, Bruno Mars",2019.0
Better,Khalid,2018.0
Girls Like You,Maroon 5,2018.0
A Lot,21 Savage,2018.0
Pure Water,"Mustard, Migos",2019.0
Sicko Mode,Travis Scott,2018.0
Thotiana,Blueface,2019.0
Be Alright,Dean Lewis,2018.0
Suge,DaBaby,2019.0
Beautiful Crazy,Luke Combs,2018.0
Look Back At It,A Boogie Wit da Hoodie,2018.0
Act Up,City Girls,2018.0
Here With Me,Marshmello,2019.0
Envy Me,Calboy,2018.0
Whiskey Glasses,Morgan Wallen,2018.0
God's Country,Blake Shelton,2019.0
Con Calma,"Daddy Yankee, Katy Perry",2019.0
Close To Me,"Ellie Goulding, Diplo",2018.0
Drip Too Hard,"Lil Baby, Gunna",2018.0
Eyes On You,Chase Rice,2017.0
When The Party's Over,Billie Eilish,2018.0
Earth,Lil Dicky,2019.0
Sanguine Paradise,Lil Uzi Vert,2019.0
You Say,Lauren Daigle,2018.0
Murder On My Mind,YNW Melly,2017.0
Bury A Friend,Billie Eilish,2019.0
Good As You,Kane Brown,2018.0
Clout,Offset,2019.0
"Thank U, Next",Ariana Grande,2018.0
Walk Me Home,P!nk,2019.0
Youngblood,5 Seconds Of Summer,2018.0
Pop Out,Polo G,2019.0
Who Do You Love,The Chainsmokers,2019.0
Look What God Gave Her,Thomas Rhett,2019.0
Here Tonight,Brett Young,2018.0
Baby Shark,Pinkfong,2016.0
Close Friends,Lil Baby,2018.0
Worth It,YK Osiris,2019.0
Swervin,A Boogie Wit da Hoodie,2018.0
Night Shift,Jon Pardi,2016.0
Love Ain't,Eli Young Band,2018.0
Rumor,Lee Brice,2017.0
Miss Me More,Kelsea Ballerini,2017.0
Racks In The Middle,Nipsey Hussle,2019.0
Make It Sweet,Old Dominion,2018.0
Before I Let Go,Beyonce,2019.0
"Hey Look Ma, I Made It",Panic! At The Disco,2018.0
Floating,ScHoolboy Q,2019.0
Robbery,Juice WRLD,2019.0
Baila Baila Baila,"Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA",2019.0
Big Ole Freak,Megan Thee Stallion,2018.0
Don't Call Me Up,Mabel,2019.0
Cool,Jonas Brothers,2019.0
Calma,"Pedro Capo, Farruko",2018.0
Girls Need Love,"Summer Walker, Drake",2019.0
GIRL,Maren Morris,2019.0
Mixed Personalities,YNW Melly,2019.0
That's A Rack,Lil Uzi Vert,2019.0
I've Been Waiting,"Lil Peep, iLoveMakonnen",2019.0
Wish You Were Gay,Billie Eilish,2019.0
You Should See Me In A Crown,Billie Eilish,2018.0
Put A Date On It,Yo Gotti,2019.0
Talk You Out Of It,Florida Georgia Line,2018.0
I'm So Tired...,"Lauv, Troye Sivan",2019.0
On My Way To You,Cody Johnson,2018.0
CHopstix,ScHoolboy Q + Travis Scott,2019.0
Shotta Flow,NLE Choppa,2019.0
Shot Clock,Ella Mai,2018.0
Ocean Eyes,Billie Eilish,2015.0
Secreto,"Anuel AA, Karol G",2019.0
Light It Up,"Marshmello, Tyga, Chris Brown",2019.0
Love Someone,Brett Eldredge,2018.0
Power Is Power,"SZA, The Weeknd, Travis Scott",2019.0
Faucet Failure,Ski Mask The Slump God,2018.0
Knockin' Boots,Luke Bryan,2019.0
Numb Numb Juice,ScHoolboy Q,2019.0
Love Me Anyway,P!nk,2019.0
24/7,Meek Mill,2018.0
SOS,Avicii,2019.0
Kill This Love,BLACKPINK,2019.0
Old Town Road,"Lil Nas,",2019.0
Wow.,Post Malone,2018.0
Sunflower,"Post Malone, Swae Lee",2018.0
7 Rings,Ariana Grande,2019.0
Sucker,Jonas Brothers,2019.0
Without Me,Halsey,2018.0
Dancing With A Stranger,"Sam Smith, Normani",2019.0
Talk,Khalid,2019.0
Bad Guy,Billie Eilish,2019.0
Middle Child,J. Cole,2019.0
Sweet But Psycho,Ava Max,2018.0
Happier,"Marshmello, Bastille",2018.0
Please Me,"Cardi B, Bruno Mars",2019.0
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019.0
Shallow,"Lady Gaga, Bradley Cooper",2018.0
Going Bad,Meek Mill,2018.0
Earth,Lil Dicky,2019.0
Eastside,"benny blanco, Halsey, Khalid",2018.0
Better,Khalid,2018.0
High Hopes,Panic! At The Disco,2018.0
Thotiana,Blueface,2019.0
Girls Like You,Maroon 5,2018.0
Pure Water,"Mustard, Migos",2019.0
A Lot,21 Savage,2018.0
Sicko Mode,Travis Scott,2018.0
Beautiful Crazy,Luke Combs,2018.0
Be Alright,Dean Lewis,2018.0
Look Back At It,A Boogie Wit da Hoodie,2018.0
Close To Me,"Ellie Goulding, Diplo",2018.0
Act Up,City Girls,2018.0
Envy Me,Calboy,2018.0
Sanguine Paradise,Lil Uzi Vert,2019.0
Drip Too Hard,"Lil Baby, Gunna",2018.0
Con Calma,"Daddy Yankee, Katy Perry",2019.0
Murder On My Mind,YNW Melly,2017.0
Bury A Friend,Billie Eilish,2019.0
Here With Me,Marshmello,2019.0
When The Party's Over,Billie Eilish,2018.0
Clout,Offset,2019.0
"Thank U, Next",Ariana Grande,2018.0
Better Now,Post Malone,2018.0
God's Country,Blake Shelton,2019.0
Eyes On You,Chase Rice,2017.0
You Say,Lauren Daigle,2018.0
Suge,DaBaby,2019.0
Baby Shark,Pinkfong,2016.0
Whiskey Glasses,Morgan Wallen,2018.0
Here Tonight,Brett Young,2018.0
Youngblood,5 Seconds Of Summer,2018.0
Racks In The Middle,Nipsey Hussle,2019.0
Good As You,Kane Brown,2018.0
Look What God Gave Her,Thomas Rhett,2019.0
Swervin,A Boogie Wit da Hoodie,2018.0
Who Do You Love,The Chainsmokers,2019.0
Make It Sweet,Old Dominion,2018.0
Close Friends,Lil Baby,2018.0
Worth It,YK Osiris,2019.0
Miss Me More,Kelsea Ballerini,2017.0
Pop Out,Polo G,2019.0
Night Shift,Jon Pardi,2016.0
Walk Me Home,P!nk,2019.0
Mixed Personalities,YNW Melly,2019.0
I've Been Waiting,"Lil Peep, iLoveMakonnen",2019.0
You Should See Me In A Crown,Billie Eilish,2018.0
Robbery,Juice WRLD,2019.0
Rumor,Lee Brice,2017.0
Love Ain't,Eli Young Band,2018.0
Cool,Jonas Brothers,2019.0
Don't Call Me Up,Mabel,2019.0
Calma,"Pedro Capo, Farruko",2018.0
Girls Need Love,"Summer Walker, Drake",2019.0
Wish You Were Gay,Billie Eilish,2019.0
GIRL,Maren Morris,2019.0
Before I Let Go,Beyonce,2019.0
Big Ole Freak,Megan Thee Stallion,2018.0
Put A Date On It,Yo Gotti,2019.0
Talk You Out Of It,Florida Georgia Line,2018.0
Shot Clock,Ella Mai,2018.0
"Hey Look Ma, I Made It",Panic! At The Disco,2018.0
I'm So Tired...,"Lauv, Troye Sivan",2019.0
That's A Rack,Lil Uzi Vert,2019.0
Secreto,"Anuel AA, Karol G",2019.0
Ocean Eyes,Billie Eilish,2015.0
Bad Liar,Imagine Dragons,2018.0
Kill This Love,BLACKPINK,2019.0
SOS,Avicii,2019.0
Faucet Failure,Ski Mask The Slump God,2018.0
On My Way To You,Cody Johnson,2018.0
Slide,French Montana,2019.0
Saturday Nights,"Khalid, Kane Brown",2019.0
Pure Cocaine,Lil Baby,2018.0
Love Someone,Brett Eldredge,2018.0
This Is It,Scotty McCreery,2018.0
My Strange Addiction,Billie Eilish,2019.0
Shotta Flow,NLE Choppa,2019.0
Let Me Down Slowly,Alec Benjamin,2019.0
Xanny,Billie Eilish,2019.0
One That Got Away,Michael Ray,2018.0
ME!,Taylor Swift,2019.0
Old Town Road,"Lil Nas,",2019.0
Wow.,Post Malone,2018.0
Sunflower,"Post Malone, Swae Lee",2018.0
7 Rings,Ariana Grande,2019.0
Without Me,Halsey,2018.0
Sucker,Jonas Brothers,2019.0
Dancing With A Stranger,"Sam Smith, Normani",2019.0
Bad Guy,Billie Eilish,2019.0
Please Me,"Cardi B, Bruno Mars",2019.0
Middle Child,J. Cole,2019.0
Happier,"Marshmello, Bastille",2018.0
Sweet But Psycho,Ava Max,2018.0
Thotiana,Blueface,2019.0
Going Bad,Meek Mill,2018.0
Shallow,"Lady Gaga, Bradley Cooper",2018.0
Better,Khalid,2018.0
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019.0
Eastside,"benny blanco, Halsey, Khalid",2018.0
Talk,Khalid,2019.0
High Hopes,Panic! At The Disco,2018.0
A Lot,21 Savage,2018.0
Girls Like You,Maroon 5,2018.0
Beautiful Crazy,Luke Combs,2018.0
Close To Me,"Ellie Goulding, Diplo",2018.0
Sicko Mode,Travis Scott,2018.0
Racks In The Middle,Nipsey Hussle,2019.0
Sanguine Paradise,Lil Uzi Vert,2019.0
Murder On My Mind,YNW Melly,2017.0
Be Alright,Dean Lewis,2018.0
Bury A Friend,Billie Eilish,2019.0
Drip Too Hard,"Lil Baby, Gunna",2018.0
Pure Water,"Mustard, Migos",2019.0
"Thank U, Next",Ariana Grande,2018.0
Envy Me,Calboy,2018.0
Act Up,City Girls,2018.0
Look Back At It,A Boogie Wit da Hoodie,2018.0
When The Party's Over,Billie Eilish,2018.0
Better Now,Post Malone,2018.0
You Say,Lauren Daigle,2018.0
Here With Me,Marshmello,2019.0
Here Tonight,Brett Young,2018.0
Baby Shark,Pinkfong,2016.0
Eyes On You,Chase Rice,2017.0
MIA,Bad Bunny,2018.0
God's Country,Blake Shelton,2019.0
Youngblood,5 Seconds Of Summer,2018.0
Swervin,A Boogie Wit da Hoodie,2018.0
Tequila,Dan + Shay,2018.0
Money,Cardi B,2018.0
Suge,DaBaby,2019.0
Who Do You Love,The Chainsmokers,2019.0
Look What God Gave Her,Thomas Rhett,2019.0
Good As You,Kane Brown,2018.0
Whiskey Glasses,Morgan Wallen,2018.0
Con Calma,"Daddy Yankee, Katy Perry",2019.0
Make It Sweet,Old Dominion,2018.0
Close Friends,Lil Baby,2018.0
Mixed Personalities,YNW Melly,2019.0
Worth It,YK Osiris,2019.0
Robbery,Juice WRLD,2019.0
I've Been Waiting,"Lil Peep, iLoveMakonnen",2019.0
Miss Me More,Kelsea Ballerini,2017.0
Wish You Were Gay,Billie Eilish,2019.0
You Should See Me In A Crown,Billie Eilish,2018.0
Blue On Black,Five Finger Death Punch,2019.0
Don't Call Me Up,Mabel,2019.0
SOS,Avicii,2019.0
Rumor,Lee Brice,2017.0
Night Shift,Jon Pardi,2016.0
Walk Me Home,P!nk,2019.0
Clout,Offset,2019.0
Kill This Love,BLACKPINK,2019.0
Pop Out,Polo G,2019.0
Cool,Jonas Brothers,2019.0
That's A Rack,Lil Uzi Vert,2019.0
Girls Need Love,"Summer Walker, Drake",2019.0
Shot Clock,Ella Mai,2018.0
GIRL,Maren Morris,2019.0
Bad Liar,Imagine Dragons,2018.0
Love Ain't,Eli Young Band,2018.0
Double Up,Nipsey Hussle,2018.0
Undrunk,FLETCHER,2019.0
Big Ole Freak,Megan Thee Stallion,2018.0
Put A Date On It,Yo Gotti,2019.0
Saturday Nights,"Khalid, Kane Brown",2019.0
One That Got Away,Michael Ray,2018.0
My Strange Addiction,Billie Eilish,2019.0
Faucet Failure,Ski Mask The Slump God,2018.0
Xanny,Billie Eilish,2019.0
Ocean Eyes,Billie Eilish,2015.0
Last Time That I Checc'd,Nipsey Hussle,2018.0
Talk You Out Of It,Florida Georgia Line,2018.0
I'm So Tired...,"Lauv, Troye Sivan",2019.0
"Hey Look Ma, I Made It",Panic! At The Disco,2018.0
This Is It,Scotty McCreery,2018.0
There Was This Girl,Riley Green,2018.0
Let Me Down Slowly,Alec Benjamin,2019.0
On My Way To You,Cody Johnson,2018.0
Old Town Road,"Lil Nas,",2019.0
Sunflower,"Post Malone, Swae Lee",2018.0
Wow.,Post Malone,2018.0
7 Rings,Ariana Grande,2019.0
Without Me,Halsey,2018.0
Sucker,Jonas Brothers,2019.0
Please Me,"Cardi B, Bruno Mars",2019.0
Better,Khalid,2018.0
Middle Child,J. Cole,2019.0
Happier,"Marshmello, Bastille",2018.0
Bad Guy,Billie Eilish,2019.0
Dancing With A Stranger,"Sam Smith, Normani",2019.0
Shallow,"Lady Gaga, Bradley Cooper",2018.0
Eastside,"benny blanco, Halsey, Khalid",2018.0
Going Bad,Meek Mill,2018.0
Sweet But Psycho,Ava Max,2018.0
Thotiana,Blueface,2019.0
Talk,Khalid,2019.0
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019.0
High Hopes,Panic! At The Disco,2018.0
Beautiful Crazy,Luke Combs,2018.0
A Lot,21 Savage,2018.0
Girls Like You,Maroon 5,2018.0
Close To Me,"Ellie Goulding, Diplo",2018.0
Sicko Mode,Travis Scott,2018.0
Racks In The Middle,Nipsey Hussle,2019.0
Cool,Jonas Brothers,2019.0
Murder On My Mind,YNW Melly,2017.0
Be Alright,Dean Lewis,2018.0
Bury A Friend,Billie Eilish,2019.0
"Thank U, Next",Ariana Grande,2018.0
Drip Too Hard,"Lil Baby, Gunna",2018.0
Pure Water,"Mustard, Migos",2019.0
Envy Me,Calboy,2018.0
You Say,Lauren Daigle,2018.0
Look Back At It,A Boogie Wit da Hoodie,2018.0
Better Now,Post Malone,2018.0
Tequila,Dan + Shay,2018.0
When The Party's Over,Billie Eilish,2018.0
Act Up,City Girls,2018.0
Kill This Love,BLACKPINK,2019.0
Baby Shark,Pinkfong,2016.0
Youngblood,5 Seconds Of Summer,2018.0
Money,Cardi B,2018.0
Here Tonight,Brett Young,2018.0
Here With Me,Marshmello,2019.0
MIA,Bad Bunny,2018.0
Look What God Gave Her,Thomas Rhett,2019.0
God's Country,Blake Shelton,2019.0
Swervin,A Boogie Wit da Hoodie,2018.0
Wish You Were Gay,Billie Eilish,2019.0
Eyes On You,Chase Rice,2017.0
Good As You,Kane Brown,2018.0
Who Do You Love,The Chainsmokers,2019.0
My Bad,Khalid,2019.0
Mixed Personalities,YNW Melly,2019.0
Saturday Nights,"Khalid, Kane Brown",2019.0
Robbery,Juice WRLD,2019.0
Make It Sweet,Old Dominion,2018.0
Worth It,YK Osiris,2019.0
Whiskey Glasses,Morgan Wallen,2018.0
Suge,DaBaby,2019.0
Con Calma,"Daddy Yankee, Katy Perry",2019.0
Close Friends,Lil Baby,2018.0
Miss Me More,Kelsea Ballerini,2017.0
I've Been Waiting,"Lil Peep, iLoveMakonnen",2019.0
You Should See Me In A Crown,Billie Eilish,2018.0
Monopoly,"Ariana Grande, Victoria Monet",2019.0
There Was This Girl,Riley Green,2018.0
My Strange Addiction,Billie Eilish,2019.0
Shot Clock,Ella Mai,2018.0
Walk Me Home,P!nk,2019.0
Bad Liar,Imagine Dragons,2018.0
Double Up,Nipsey Hussle,2018.0
Last Time That I Checc'd,Nipsey Hussle,2018.0
Undrunk,FLETCHER,2019.0
Rumor,Lee Brice,2017.0
Night Shift,Jon Pardi,2016.0
Don't Call Me Up,Mabel,2019.0
Girls Need Love,"Summer Walker, Drake",2019.0
GIRL,Maren Morris,2019.0
Put A Date On It,Yo Gotti,2019.0
Don't Pretend,"Khalid, SAFE",2019.0
Calma,"Pedro Capo, Farruko",2018.0
Xanny,Billie Eilish,2019.0
Bad Luck,Khalid,2019.0
One That Got Away,Michael Ray,2018.0
Pop Out,Polo G,2019.0
This Is It,Scotty McCreery,2018.0
Faucet Failure,Ski Mask The Slump God,2018.0
All The Good Girls Go To Hell,Billie Eilish,2019.0
Right Back,Khalid,2019.0
Talk You Out Of It,Florida Georgia Line,2018.0
Inmortal,Aventura,2019.0
Ocean Eyes,Billie Eilish,2015.0
Dedication,Nipsey Hussle,2018.0
Let Me Down Slowly,Alec Benjamin,2019.0
Big Ole Freak,Megan Thee Stallion,2018.0
Victory Lap,Nipsey Hussle,2018.0
Old Town Road,"Lil Nas,",2019.0
Sunflower,"Post Malone, Swae Lee",2018.0
7 Rings,Ariana Grande,2019.0
Wow.,Post Malone,2018.0
Without Me,Halsey,2018.0
Please Me,"Cardi B, Bruno Mars",2019.0
Bad Guy,Billie Eilish,2019.0
Sucker,Jonas Brothers,2019.0
Happier,"Marshmello, Bastille",2018.0
Middle Child,J. Cole,2019.0
Shallow,"Lady Gaga, Bradley Cooper",2018.0
Eastside,"benny blanco, Halsey, Khalid",2018.0
Thotiana,Blueface,2019.0
Going Bad,Meek Mill,2018.0
Dancing With A Stranger,"Sam Smith, Normani",2019.0
Better,Khalid,2018.0
High Hopes,Panic! At The Disco,2018.0
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019.0
Sweet But Psycho,Ava Max,2018.0
Sicko Mode,Travis Scott,2018.0
Murder On My Mind,YNW Melly,2017.0
A Lot,21 Savage,2018.0
Girls Like You,Maroon 5,2018.0
"Thank U, Next",Ariana Grande,2018.0
Bury A Friend,Billie Eilish,2019.0
Beautiful Crazy,Luke Combs,2018.0
Close To Me,"Ellie Goulding, Diplo",2018.0
Be Alright,Dean Lewis,2018.0
When The Party's Over,Billie Eilish,2018.0
Drip Too Hard,"Lil Baby, Gunna",2018.0
Wish You Were Gay,Billie Eilish,2019.0
You Say,Lauren Daigle,2018.0
Pure Water,"Mustard, Migos",2019.0
Better Now,Post Malone,2018.0
Xanny,Billie Eilish,2019.0
Money,Cardi B,2018.0
Look Back At It,A Boogie Wit da Hoodie,2018.0
Envy Me,Calboy,2018.0
Talk,Khalid,2019.0
Youngblood,5 Seconds Of Summer,2018.0
You Should See Me In A Crown,Billie Eilish,2018.0
Baby Shark,Pinkfong,2016.0
My Strange Addiction,Billie Eilish,2019.0
Racks In The Middle,Nipsey Hussle,2019.0
MIA,Bad Bunny,2018.0
All The Good Girls Go To Hell,Billie Eilish,2019.0
Act Up,City Girls,2018.0
Robbery,Juice WRLD,2019.0
ZEZE,Kodak Black,2018.0
Tequila,Dan + Shay,2018.0
Here Tonight,Brett Young,2018.0
Swervin,A Boogie Wit da Hoodie,2018.0
I Love You,Billie Eilish,2019.0
Mixed Personalities,YNW Melly,2019.0
Here With Me,Marshmello,2019.0
Who Do You Love,The Chainsmokers,2019.0
Put A Date On It,Yo Gotti,2019.0
Con Calma,"Daddy Yankee, Katy Perry",2019.0
God's Country,Blake Shelton,2019.0
Worth It,YK Osiris,2019.0
Eyes On You,Chase Rice,2017.0
Ilomilo,Billie Eilish,2019.0
Listen Before I Go,Billie Eilish,2019.0
Close Friends,Lil Baby,2018.0
Double Up,Nipsey Hussle,2018.0
Bad Liar,Imagine Dragons,2018.0
Whiskey Glasses,Morgan Wallen,2018.0
Good As You,Kane Brown,2018.0
One That Got Away,Michael Ray,2018.0
Monopoly,"Ariana Grande, Victoria Monet",2019.0
Miss Me More,Kelsea Ballerini,2017.0
Shot Clock,Ella Mai,2018.0
Make It Sweet,Old Dominion,2018.0
Look What God Gave Her,Thomas Rhett,2019.0
There Was This Girl,Riley Green,2018.0
Girls Need Love,"Summer Walker, Drake",2019.0
Undrunk,FLETCHER,2019.0
I've Been Waiting,"Lil Peep, iLoveMakonnen",2019.0
8,Billie Eilish,2019.0
Walk Me Home,P!nk,2019.0
Saturday Nights,"Khalid, Kane Brown",2019.0
Last Time That I Checc'd,Nipsey Hussle,2018.0
Twerk,City Girls,2018.0
GIRL,Maren Morris,2019.0
Lovely,"Billie Eilish, Khalid",2018.0
Calma,"Pedro Capo, Farruko",2018.0
Suge,DaBaby,2019.0
Night Shift,Jon Pardi,2016.0
This Is It,Scotty McCreery,2018.0
Rumor,Lee Brice,2017.0
I Can't Get Enough,"benny blanco, Tainy, Selena Gomez, J Balvin",2019.0
Don't Call Me Up,Mabel,2019.0
Dedication,Nipsey Hussle,2018.0
Ocean Eyes,Billie Eilish,2015.0
Millionaire,Chris Stapleton,2017.0
Talk You Out Of It,Florida Georgia Line,2018.0
Faucet Failure,Ski Mask The Slump God,2018.0
Girl Like You,Jason Aldean,2018.0
Pure Cocaine,Lil Baby,2018.0
Pop Out,Polo G,2019.0
7 Rings,Ariana Grande,2019.0
Wow.,Post Malone,2018.0
Sunflower,"Post Malone, Swae Lee",2018.0
Without Me,Halsey,2018.0
Please Me,"Cardi B, Bruno Mars",2019.0
Happier,"Marshmello, Bastille",2018.0
Middle Child,J. Cole,2019.0
Thotiana,Blueface,2019.0
Sucker,Jonas Brothers,2019.0
Shallow,"Lady Gaga, Bradley Cooper",2018.0
Eastside,"benny blanco, Halsey, Khalid",2018.0
Going Bad,Meek Mill,2018.0
High Hopes,Panic! At The Disco,2018.0
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2019.0
Old Town Road,"Lil Nas,",2019.0
Better,Khalid,2018.0
Dancing With A Stranger,"Sam Smith, Normani",2019.0
Sicko Mode,Travis Scott,2018.0
Murder On My Mind,YNW Melly,2017.0
Sweet But Psycho,Ava Max,2018.0
"Thank U, Next",Ariana Grande,2018.0
A Lot,21 Savage,2018.0
Girls Like You,Maroon 5,2018.0
Be Alright,Dean Lewis,2018.0
Beautiful Crazy,Luke Combs,2018.0
Drip Too Hard,"Lil Baby, Gunna",2018.0
Close To Me,"Ellie Goulding, Diplo",2018.0
Money,Cardi B,2018.0
Better Now,Post Malone,2018.0
You Say,Lauren Daigle,2018.0
Pure Water,"Mustard, Migos",2019.0
Youngblood,5 Seconds Of Summer,2018.0
Baby Shark,Pinkfong,2016.0
MIA,Bad Bunny,2018.0
Look Back At It,A Boogie Wit da Hoodie,2018.0
Envy Me,Calboy,2018.0
Robbery,Juice WRLD,2019.0
ZEZE,Kodak Black,2018.0
Tequila,Dan + Shay,2018.0
Talk,Khalid,2019.0
Bury A Friend,Billie Eilish,2019.0
Mixed Personalities,YNW Melly,2019.0
Act Up,City Girls,2018.0
Swervin,A Boogie Wit da Hoodie,2018.0
